id,egpack,speaker,jp,before_cn,after_cn,reason
game_t00060,020_UAF_DAY91_01.egpack,ダリル,「オージーとインドも複雑だしねえ…\w…\w。そう見られた方が彼女にとって得なんだろうよ」,「澳洲和印度之间也很复杂呢……让别人这么看，对她来说反而有利吧。」,「澳洲和印度之间也很复杂呢……让别人这么看，对她反倒更有好处吧。」,中文自然度修正：得/有利 改为“更有好处”。
game_t00476,020_UAF_DAY91_01.egpack,ウィル,「食料も水も母艦に帰ればいくらでもあるぜ…\w…\w！」,「食物和水只要回到母舰要多少有多少……！」,「食物和水，回到母舰就有的是……！」,中文自然度修正：いくらでもある 改为“有的是”。
game_t00707,030_UAF_DAY93_01.egpack,オールストン准将,「…\w…\w以後、\w数度の大津波と海図データの急激な変化によって艦の位置を喪失。急速な潮位の変動に対応し切れず、\wこの地に座礁してしまった」,「……此后，因数次大海啸和海图数据的急剧变化，失去舰位。未能应对急速的潮位变动，在此地搁浅了」,「……此后，因数次大海啸和海图数据急剧变化，失去了舰位。没能应对快速变化的潮位，结果在这里搁浅了」,中文自然度修正：此地/失去舰位语序顺化。
game_t00715,030_UAF_DAY93_01.egpack,オールストン准将,「我々はこの地をケネディ海軍駐留拠点と命名。現在、\w生き残った艦載機を中心に哨戒を行い、\w同様に漂流を続ける友軍の救難、\w集結に着手している」,「我们将此地命名为肯尼迪海军驻留据点。目前，以幸存舰载机为中心进行巡逻，并着手救援和集结同样在漂流的友军。」,「我们把这里命名为肯尼迪海军驻留据点。目前正以幸存舰载机为主展开巡逻，同时着手救援并集结同样仍在漂流的友军。」,中文自然度修正：将此地/进行巡逻 顺化为“把这里/展开巡逻”。
game_t00750,030_UAF_DAY93_01.egpack,ダリル,「バビロンの時はヨコスカに居残りでね。アンタと同じ第三次作戦用の上陸部隊になるはずだった」,「巴比伦的时候我留在横须贺了。本来应该和你一样成为第三次作战用的登陆部队的」,「巴比伦的时候我留在横须贺了。本来该和你一样编入第三次作战用的登陆部队」,中文自然度修正：上陸部隊になる 改为“编入登陆部队”。
game_t01173,040_UAF_DAY94_01.egpack,リリア,「へえ！　言われてみればそっか。あんな中継機、\w誰かが作んなきゃ都合よく在るわけないもんね」,「嘿！说起来也是。那种中继机，要是没人造的话，也不可能那么凑巧存在吧。」,「嘿！说起来也是。那种中继机，要是没人造的话，不可能那么凑巧就在那里吧。」,中文自然度修正：都合よく在る 改为“凑巧就在那里”。
game_t01190,040_UAF_DAY94_01.egpack,,ウチの技術陣だって時間を掛ければ同じ結果、\w同じシステムにたどり着いただろうが、\wその間にも人は死んでゆく。,我方的技术团队如果花时间也能得出同样的结果、同样的系统，但在此期间人们会死去。,我们这边的技术人员就算花时间，也能得到同样的结果、摸索出同样的系统吧，但在这期间还是会有人死去。,中文自然度修正：ウチの技術陣/たどり着く 顺化。
game_t01218,040_UAF_DAY94_01.egpack,,いくら先陣がモットーの海兵隊とは言え、\w今時『前線中の前線』なんかに『優先的に』配属される米軍衛士がどういうものか――,虽说海军陆战队以冲锋陷阵为座右铭，但如今被‘优先’分配到‘前线中的前线’的美军卫士究竟是怎样的存在——,虽说海军陆战队以冲锋陷阵为座右铭，但如今会被“优先”分配到“前线中的前线”的美军卫士究竟是什么人——,中文自然度修正：どういうものか/怎样的存在 改为“是什么人”。
game_t01223,040_UAF_DAY94_01.egpack,,俺自身、\wこの国籍がいかに今の世界で有利な代物か…\w…\w特に衛士になって世界に出て以降、\w身に染みて痛感しているからだ。,我自己，这个国籍在当今世界是多么有利的东西……特别是成为卫士走向世界之后，我深有体会。,我自己也深切体会到，这个国籍在如今的世界有多吃香……尤其是在我成为卫士、走向世界之后。,中文自然度修正：有利な代物 改为“吃香”。
game_t01233,040_UAF_DAY94_01.egpack,,衛士になった今でこそ違和感を覚えるし、\w親の代の頃だから直接的には知らないが――,成为卫士的现在虽然感到违和感，而且因为是父母那一代的事情所以并不直接知道——,现在当了卫士才觉得不对劲，而且那是父母那一代的事，我也不是亲身经历——,中文自然度修正：衛士になった今でこそ/直接的には知らない 顺化。
game_t01338,040_UAF_DAY94_01.egpack,ダリル,「ＪＦＫの艦載機定数は１８機。ブルーオーシャン\n発動時にはウチらの機体を合わせて２２機」,「JFK的舰载机定数是18架。蓝海发动时加上我方的机体共22架」,「JFK的舰载机定数是18架。蓝海发动时，加上我们这边的机体共22架」,中文自然度修正：ウチらの機体 改为“我们这边的机体”。
game_t01919,050_UAF_DAY95_01.egpack,,こいつらがこの世界に存在していたことを証明する、\w唯一の存在だ。,这是证明这些家伙曾存在于这个世界的唯一证据。,这是唯一能证明这些家伙曾存在于这个世界的证据。,中文自然度修正：唯一の存在 按证据语义保留，微调语序。
game_t02070,060_UAF_DAY96_01.egpack,リリア,「誰からも忘れられた存在になる…\w…\w」,「成为被所有人遗忘的存在……」,「会被所有人遗忘……」,中文自然度修正：忘れられた存在になる 改为“会被遗忘”。
game_t02098,060_UAF_DAY96_01.egpack,ウィル,「遊撃位置のヤンキー・ステーションでだってな、\w還ってこなかった奴なんていくらでもいる」,「在游击位置的扬基站，没能回来的家伙要多少有多少」,「就连扬基站那种游击阵位，也有无数人没能回来」,中文自然度修正：いくらでもいる 改为“无数人”。
game_t02103,060_UAF_DAY96_01.egpack,,衛士として人類の剣となり、\w友人の死が日常にすらなっていた世界で――死者を思わない奴がいるはずがない。,身为卫士，成为人类之剑，在朋友之死都已成日常的世界里——不可能有人不缅怀死者。,身为卫士，成为人类之剑，在朋友之死都已成日常的世界里——不可能有人不缅怀死者。,中文自然度修正：调整顿号，保留“人类之剑”原意。
game_t02162,060_UAF_DAY96_01.egpack,リリア,「…\w…\w死者は、\wそんな都合の良い存在じゃないわ」,「……死者可不是那么方便的存在啊」,「……死者可没那么方便啊」,中文自然度修正：都合の良い存在 改为“没那么方便”。
game_t02541,060_UAF_DAY96_01.egpack,リリア,「繰り返しになりますが――この日、\wこの地に至るまでに、\w我々は数多くの戦友を失いました」,「重复一遍——在到达这一天、这个地方之前，我们失去了许多战友。」,「重复一遍——一路走到今天、走到这里之前，我们失去了许多战友。」,中文自然度修正：この日、この地に至るまで 顺化。
game_t02546,060_UAF_DAY96_01.egpack,リリア,「それは取りも直さず、\w我々もまた、\w彼らの居場所となる機会を失うことになると思うのです」,「也就是说，我们也会失去成为他们容身之所的机会。」,「也就是说，我们也会失去作为他们容身之所的机会。」,中文自然度修正：居場所となる 改为“作为容身之所”。
game_t02548,060_UAF_DAY96_01.egpack,,俺たちが…\w…\w死者の、\w居場所に…\w…\w？　それを、\w失う…\w…\w？,我们……成为死者的……容身之处……？　失去……那个机会……？,我们……作为死者的……容身之处……？　失去……那个机会……？,中文自然度修正：死者の居場所に 顺化。
game_t02550,060_UAF_DAY96_01.egpack,リリア,「生きている我々のために。彼らの居場所となるために」,「为了活着的我们。为了成为他们的容身之处。」,「为了活着的我们。也为了作为他们的容身之所。」,中文自然度修正：居場所となるために 顺化。
game_t02554,060_UAF_DAY96_01.egpack,リリア,「ここを――この塩の砂漠へと変貌した世界を、\w亡き戦友と我々の集う場所にすべきです」,「这里——这个变成盐沙漠的世界，应该成为已故战友和我们聚集的地方。」,「这里——这个化作盐之沙漠的世界，应该成为已故战友与我们相聚的地方。」,中文自然度修正：変貌した世界/集う場所 顺化。
game_t02570,060_UAF_DAY96_01.egpack,ウィル,「この、\w故郷から遠く離れた不毛の地に彼らを葬ることが、\w彼らの、\w我々のためになるのか――」,「将他们葬在这远离故乡的荒芜之地，对他们、对我们，究竟是否有利——」,「把他们葬在这片远离故乡的不毛之地，真的对他们、对我们好吗——」,中文自然度修正：ためになるのか 改为“真的好吗”。
game_t02636,060_UAF_DAY96_01.egpack,リリア,「それは取りも直さず、\w我々もまた、\w彼らの居場所となる機会を失うことになると思うのです」,「也就是说，我们也会失去成为他们容身之所的机会。」,「也就是说，我们也会失去作为他们容身之所的机会。」,中文自然度修正：居場所となる 改为“作为容身之所”。
game_t02824,070_UAF_DAY97_01.egpack,メルヴィナ,「ウチの豪州軍も一応式典には参加するよ。いい機会だしね」,「我方的澳洲军也参加典礼哦。正好是个机会嘛」,「我们澳洲军也会参加典礼哦。正好是个机会嘛」,中文自然度修正：ウチの豪州軍 改为“我们澳洲军”。
game_t02826,070_UAF_DAY97_01.egpack,メルヴィナ,「…\w…\wウチらの艦は原子力母艦じゃないからさ」,「……我方的舰船不是核动力母舰啊」,「……我们的舰船不是核动力母舰啊」,中文自然度修正：ウチらの艦 改为“我们的舰船”。
game_t02858,080_UAF_DAY98_01.egpack,オールストン准将,「――この誓いを胸に、\w今は亡き我等が戦友を、\wこの地に葬り、\w全ての決意の証としよう」,「——将此誓言铭记于心，将我们已故的战友安葬于此地，作为一切决意的证明。」,「——将此誓言铭记于心，把我们已故的战友安葬在这里，作为一切决意的证明。」,中文自然度修正：此地 改为“这里”。
game_t02952,090_UAF_DAY99_01.egpack,,生きるために、語り継ぐことすら生きる糧にする――そんな生き汚い生者の様を、今や尊いとすら思っている俺がいる。,为了活下去，连传承故事都成为活下去的食粮——如今的我，甚至觉得这种贪生怕死的生者姿态是值得尊敬的。,为了活下去，连传承故事都当成活下去的食粮——如今的我，甚至觉得这种挣扎求生的姿态是值得尊敬的。,中文自然度修正：生き汚い生者の様 避免“贪生怕死”误伤语气，改为“挣扎求生”。
game_t02980,090_UAF_DAY99_01.egpack,リリア,「そっか。…\w…\w私ね、\w思ったのよ。この場所には１０００人以上の人たちがいて…\w…\w」,「这样啊。……我呢，是这么想的。这个地方有1000多人……」,「这样啊。……我呢，是这么想的。这里有1000多人……」,中文自然度修正：この場所 改为“这里”。
game_t02983,090_UAF_DAY99_01.egpack,リリア,「でも…\w…\wひとりでも多くの人が、\w送った戦友たちの居場所になれてたら…\w…\wその名前を受け継ぐことができたなら…\w…\w」,「但是……如果能让更多的人，成为送走的战友们的归宿……如果能够继承那个名字的话……」,「但是……如果能有更多人，成为那些送别过的战友的归处……如果能够继承那个名字的话……」,中文自然度修正：ひとりでも多くの人が/居場所になれてたら 顺化。
game_t03065,090_UAF_DAY99_01.egpack,オールストン准将,「よもや…\w…\wこの日がこの地で来ようとはな…\w…\w」,「没想到……这一天会在这个地方到来……」,「没想到……这一天会在这里到来……」,中文自然度修正：この地 改为“这里”。
game_t03151,090_UAF_DAY99_01.egpack,,なるほど…\w…\wまず試し撃ちで光線級の存在を確認するのか。光線級がいないとわかれば、\w圧倒的に大胆な機動も取れるしな。,原来如此……首先通过试射确认光线级的存在。如果知道没有光线级，就能采取压倒性大胆的机动了。,原来如此……首先通过试射确认光线级是否存在。如果知道没有光线级，就能采取大胆得多的机动了。,中文自然度修正：圧倒的に大胆な機動 顺化。
game_t03154,090_UAF_DAY99_01.egpack,,いくらＧＰＳ誘導と言っても、\w相手の位置を精密に特定できなければ、\wあてずっぽうに散弾を撃つのと大差はない。,虽说GPS制导，但如果不能精确确定对方的位置，那和瞎猜着打散弹也没什么区别。,虽说是GPS制导，但如果不能精确确定对方的位置，那和凭感觉乱打一通散弹没什么区别。,中文自然度修正：あてずっぽうに散弾を撃つ 顺化。
game_t03181,090_UAF_DAY99_01.egpack,ダリル,「光線属種が存在しない場合、\w戦術機部隊は前進し敵群と接触。第二波以降は海軍戦術機部隊の目視誘導で敵のど真ん中に誘導弾を叩き込む」,「如果不存在激光属种，战术机部队前进并接触敌群。第二波以后，由海军战术机部队的目视诱导将诱导弹打入敌军正中央」,「如果没有激光属种，战术机部队就前进并接触敌群。第二波以后，由海军战术机部队目视诱导，把诱导弹打进敌军正中央」,中文自然度修正：存在しない/目視誘導 顺化。
game_t03182,090_UAF_DAY99_01.egpack,,レーザー照射警報の有無だけで、\w光線属種が存在しないと断定するのは危ないからな。,仅凭有无激光照射警报就断定不存在激光属种是很危险的。,仅凭有没有激光照射警报就断定没有激光属种，太危险了。,中文自然度修正：有無だけで/存在しない 顺化。
game_t03212,090_UAF_DAY99_01.egpack,ダリル,「――幸い、\w弾だけはいくらでも余裕がある。とにかく撃って撃って撃ちまくり、\w奴等の鼻面を引っ張り回してやんな！」,「――幸好，子弹要多少有多少。总之就是不停地打打打，牵着他们的鼻子走！」,「——幸好，弹药很充足。总之就是不停地打打打，牵着他们的鼻子走！」,中文自然度修正：弾だけはいくらでも余裕がある 改为“弹药很充足”。
game_t03267,090_UAF_DAY99_01.egpack,オールストン准将,「よろしい！　光線属種は存在しないものと判断する。――モード・オート・スペシャル！　ありったけの誘導弾を叩き込め！」,「好！判定不存在激光属种。――自动特殊模式！把所有诱导弹都砸进去！」,「好！判定没有激光属种。——自动特殊模式！把所有诱导弹都砸进去！」,中文自然度修正：存在しないものと判断する 改为“判定没有”。
game_t03269,090_UAF_DAY99_01.egpack,ＪＦＫオペレーター２,「――ＨＱより全戦術機部隊。敵集団に光線属種の存在は認められず。繰り返す、\w敵集団に光線属種は存在しない」,「——HQ呼叫全战术机部队。敌群中未确认到激光属种。重复，敌群中不存在激光属种」,「——HQ呼叫全战术机部队。敌群中未确认到激光属种。重复，敌群中没有激光属种」,中文自然度修正：存在しない 改为“没有”。
game_t03632,090_UAF_DAY99_03.egpack,ウィル,「海兵隊の歩兵ども、\wＪＦＫの連中、\wこの場所に集った全ての人間が――」,「海军陆战队的步兵们，JFK的那帮家伙，聚集在这个地方的所有人——」,「海军陆战队的步兵们，JFK的那帮家伙，聚集在这里的所有人——」,中文自然度修正：この場所 改为“这里”。
